timestamp,air_temp,humidity,soil_temp,target_temp,target_humidity,prev_fan_speed,prev_humidifier_mode,fan_speed,humidifier_mode
2024-09-27 16:48:10+05:30,26.436013619570442,93.16933520950931,23.717718802211266,24,65,70.0,0.0,70,0
2024-09-27 16:53:10+05:30,25.33563672230916,93.16774920699618,23.073633981426294,24,65,70.0,0.0,50,0
2024-09-27 16:58:10+05:30,26.723411045331392,98.40867293222537,23.980890378260515,24,65,50.0,0.0,70,0
2024-09-27 17:03:10+05:30,25.08337508033246,88.94139088274085,22.369195315929776,24,65,70.0,0.0,50,0
2024-09-27 17:08:10+05:30,24.676825332049454,96.88965185522002,21.812734197552825,24,65,50.0,0.0,50,0
2024-09-27 17:13:10+05:30,28.40101354242107,92.05716703944401,25.41470738904846,24,65,50.0,0.0,90,0
2024-09-27 17:18:10+05:30,26.457896431476474,89.8183238906269,24.354509030291577,24,65,90.0,0.0,70,0
2024-09-27 17:23:10+05:30,24.85035545296634,96.24468780960717,23.17692652024068,24,65,70.0,0.0,50,0
2024-09-27 17:28:10+05:30,26.914400565912885,100.03698469063181,25.161366065862552,24,65,50.0,0.0,70,0
2024-09-27 17:33:10+05:30,26.240572285128586,92.4974651516123,24.321344994949364,24,65,70.0,0.0,70,0
2024-09-27 17:38:10+05:30,27.262214262767632,92.7912395004087,24.559334763167513,24,65,70.0,0.0,70,0
2024-09-27 17:43:10+05:30,23.527786435801833,92.81485252710088,22.02750180895236,24,65,70.0,0.0,30,0
2024-09-27 17:48:10+05:30,26.160846275009185,97.63801510315297,23.490802141863103,24,65,30.0,0.0,70,0
2024-09-27 17:53:10+05:30,27.73260894775791,91.03717392858732,26.016950459428244,24,65,70.0,0.0,70,0
2024-09-27 17:58:10+05:30,25.172867862020176,96.93174919887754,22.888587936786045,24,65,70.0,0.0,50,0
2024-09-27 18:03:10+05:30,25.936531842703467,94.16963054694891,24.23069354758574,24,65,50.0,0.0,50,0
2024-09-27 18:08:10+05:30,25.52057359392925,92.42092725699834,23.656449516061585,24,65,50.0,0.0,50,0
2024-09-27 18:13:10+05:30,24.895972625322123,96.29505703656254,23.1727826364642,24,65,50.0,0.0,50,0
2024-09-27 18:18:10+05:30,25.85176861991528,92.4830942831739,23.643041556660243,24,65,50.0,0.0,50,0
2024-09-27 18:23:10+05:30,25.446570560948068,98.1630628556465,22.84189216382346,24,65,50.0,0.0,50,0
2024-09-27 18:28:10+05:30,27.639017834702678,99.46260306092378,25.791408401670676,24,65,50.0,0.0,70,0
2024-09-27 18:33:10+05:30,27.60320816188965,91.59717128475194,25.48128961635068,24,65,70.0,0.0,70,0
2024-09-27 18:38:10+05:30,24.645864260375877,99.40515526390423,21.796981775306474,24,65,70.0,0.0,50,0
2024-09-27 18:43:10+05:30,24.23195059999868,92.35584499124201,22.313196845160647,24,65,50.0,0.0,50,0
2024-09-27 18:48:10+05:30,26.948283505565094,92.42613721708199,24.94624832669754,24,65,50.0,0.0,70,0
2024-09-27 18:53:10+05:30,26.97161971796365,91.87794943449586,25.369971987620342,24,65,70.0,0.0,70,0
2024-09-27 18:58:10+05:30,27.68635459262536,96.09074827880619,25.655224552958963,24,65,70.0,0.0,70,0
2024-09-27 19:03:10+05:30,29.25978770095883,95.58641368422383,27.319390773976735,24,65,70.0,0.0,90,0
2024-09-27 19:08:10+05:30,26.206781546709053,96.64014082424147,24.067577280379865,24,65,90.0,0.0,70,0
2024-09-27 19:13:10+05:30,26.339093640478094,95.71964260781698,24.17935572418912,24,65,70.0,0.0,70,0
2024-09-27 19:18:10+05:30,28.051404566690387,91.85530921755266,26.446445829297637,24,65,70.0,0.0,90,0
2024-09-27 19:23:10+05:30,25.427614843850847,98.72143844434696,22.56836726770329,24,65,90.0,0.0,50,0
2024-09-27 19:28:10+05:30,26.719794242355622,98.9519066354277,24.252599486352743,24,65,50.0,0.0,70,0
2024-09-27 19:33:10+05:30,26.445281167242637,94.44826954113185,24.522849920217592,24,65,70.0,0.0,70,0
2024-09-27 19:38:10+05:30,25.64461870638819,95.01666715750324,22.938570159079053,24,65,70.0,0.0,50,0
2024-09-27 19:43:10+05:30,27.248968830191863,97.70397580112422,25.509110419969566,24,65,50.0,0.0,70,0
2024-09-27 19:48:10+05:30,27.60725719951186,94.94867383995658,25.198853936219013,24,65,70.0,0.0,70,0
2024-09-27 19:53:10+05:30,26.39655292998342,99.03356010275918,24.227562481038383,24,65,70.0,0.0,70,0
2024-09-27 19:58:10+05:30,24.954640210533093,91.95555318577662,22.534402732317478,24,65,70.0,0.0,50,0
2024-09-27 20:03:10+05:30,26.993843717430774,91.19071817816523,24.233087844957893,24,65,50.0,0.0,70,0
2024-09-27 20:08:10+05:30,27.752543287316307,91.28605975357608,25.309068140962353,24,65,70.0,0.0,70,0
2024-09-27 20:13:10+05:30,24.126693032204294,94.23339199168188,21.768576237430242,24,65,70.0,0.0,50,0
2024-09-27 20:18:10+05:30,26.28859143913791,97.29433596265967,24.15870331615077,24,65,50.0,0.0,70,0
2024-09-27 20:23:10+05:30,27.15203011141209,92.16133021092412,24.579452809047424,24,65,70.0,0.0,70,0
2024-09-27 20:28:10+05:30,27.732921360203747,94.36267185825595,25.370264493976826,24,65,70.0,0.0,70,0
2024-09-27 20:33:10+05:30,26.617394547898908,96.77663613021369,24.998837223244237,24,65,70.0,0.0,70,0
2024-09-27 20:38:10+05:30,26.183995890993817,94.53495263769207,23.333531962391895,24,65,70.0,0.0,70,0
2024-09-27 20:43:10+05:30,26.344147530515265,92.96214784287987,24.730391405450693,24,65,70.0,0.0,70,0
2024-09-27 20:48:10+05:30,28.51057145275601,99.89348941940742,26.75809397016757,24,65,70.0,0.0,90,0
2024-09-27 20:53:10+05:30,26.524489410725685,97.24092628232253,23.911620635789433,24,65,90.0,0.0,70,0
2024-09-27 20:58:10+05:30,28.987010942222106,96.05270956405253,26.17392448826337,24,65,70.0,0.0,90,0
2024-09-27 21:03:10+05:30,26.204100898556277,90.86370053964997,23.877361605269606,24,65,90.0,0.0,70,0
2024-09-27 21:08:10+05:30,28.47451758241862,98.23109002580232,26.58985457114758,24,65,70.0,0.0,90,0
2024-09-27 21:13:10+05:30,25.095246792218695,100.0113020053744,23.362165342918146,24,65,30.0,1.0,50,0
2024-09-27 21:18:10+05:30,26.400875100109108,92.24759542178495,24.114396597563452,24,65,50.0,0.0,70,0
2024-09-27 21:23:10+05:30,26.912818449050093,91.16037017874736,25.290450095618496,24,65,70.0,0.0,70,0
2024-09-27 21:28:10+05:30,24.15667651547228,96.92333806942679,21.62780965715882,24,65,70.0,0.0,50,0
2024-09-27 21:33:10+05:30,25.196208304475512,93.19309041930948,22.838007563743954,24,65,50.0,0.0,50,0
2024-09-27 21:38:10+05:30,27.4537866469499,100.73909272217945,25.428318739667763,24,65,50.0,0.0,70,0
2024-09-27 21:43:10+05:30,27.543201300441005,100.74673102831481,25.68363323950522,24,65,70.0,0.0,70,0
2024-09-27 21:48:10+05:30,27.370904639447943,96.93088982172694,25.503865577135844,24,65,70.0,0.0,70,0
2024-09-27 21:53:10+05:30,27.51283785244864,98.3687086479544,25.99704200649547,24,65,70.0,0.0,70,0
2024-09-27 21:58:10+05:30,26.84137675402962,97.5910773787149,24.175552196397817,24,65,70.0,0.0,70,0
2024-09-27 22:03:10+05:30,24.747436786553465,99.51365103523248,21.96591464270084,24,65,70.0,0.0,50,0
2024-09-27 22:08:10+05:30,24.902475539364936,95.05568664216183,22.76257276962678,24,65,50.0,0.0,50,0
2024-09-27 22:13:10+05:30,27.613554145683693,95.03339091530837,26.02693660654264,24,65,50.0,0.0,70,0
2024-09-27 22:18:10+05:30,27.30351533652446,97.3777309149874,25.28383450873738,24,65,70.0,0.0,70,0
2024-09-27 22:23:10+05:30,25.3781352119669,100.6571949722235,22.58426419428313,24,65,70.0,0.0,50,0
2024-09-27 22:28:10+05:30,26.159952059818192,88.27505911565746,23.590025268597355,24,65,50.0,0.0,70,0
2024-09-27 22:33:10+05:30,23.177933497387855,98.684051079261,20.458354419875043,24,65,70.0,0.0,30,0
2024-09-27 22:38:10+05:30,26.537640977788204,95.47301285972337,24.011995028400147,24,65,30.0,0.0,70,0
2024-09-27 22:43:10+05:30,26.29484543275129,95.07165206960484,23.690882281199958,24,65,70.0,0.0,70,0
2024-09-27 22:48:10+05:30,27.824859472002927,92.48744750473094,25.204480933170174,24,65,70.0,0.0,70,0
2024-09-27 22:53:10+05:30,24.21021312344577,92.22360484967993,21.528511610266595,24,65,70.0,0.0,50,0
2024-09-27 22:58:10+05:30,25.931425344139626,92.82236397995952,23.74506576591709,24,65,50.0,0.0,50,0
2024-09-27 23:03:10+05:30,27.344575588725775,96.36062251642596,24.88394512387186,24,65,50.0,0.0,70,0
2024-09-27 23:08:10+05:30,28.250969489915526,89.26181894258703,25.814468681284065,24,65,70.0,0.0,90,0
2024-09-27 23:13:10+05:30,25.88045548874392,94.67741152631898,23.66427791951359,24,65,90.0,0.0,50,0
2024-09-27 23:18:10+05:30,26.042546088551425,93.57960320306829,23.58621463180989,24,65,50.0,0.0,70,0
2024-09-27 23:23:10+05:30,25.622015412163538,90.80364176907479,24.05356073134933,24,65,70.0,0.0,50,0
2024-09-27 23:28:10+05:30,26.03489654056973,97.44048388575331,24.029609365660807,24,65,50.0,0.0,70,0
2024-09-27 23:33:10+05:30,24.67174459911939,93.9488902320457,21.97384663172353,24,65,70.0,0.0,50,0
2024-09-27 23:38:10+05:30,27.831917114024556,91.48512734257383,26.028949718984656,24,65,50.0,0.0,70,0
2024-09-27 23:43:10+05:30,25.501603159279686,95.75046222913151,22.95756495974174,24,65,70.0,0.0,50,0
2024-09-27 23:48:10+05:30,25.298673929313566,96.20779897578939,23.375408219794057,24,65,50.0,0.0,50,0
2024-09-27 23:53:10+05:30,26.76539846932925,91.50343559154562,25.202028512620497,24,65,50.0,0.0,70,0
2024-09-27 23:58:10+05:30,25.53988556864634,93.26887753443803,22.630943769689992,24,65,70.0,0.0,50,0
2024-09-28 00:03:10+05:30,24.499649329777977,97.33500178762915,22.26464660536613,24,65,50.0,0.0,50,0
2024-09-28 00:08:10+05:30,27.27415659633625,90.30645600352302,24.945587019885846,24,65,50.0,0.0,70,0
2024-09-28 00:13:10+05:30,26.103280655214032,90.92644820215045,24.2013007775265,24,65,70.0,0.0,70,0
2024-09-28 00:18:10+05:30,26.277349010248283,96.36909291149811,24.247735259188943,24,65,70.0,0.0,70,0
2024-09-28 00:23:10+05:30,27.101553802163657,97.09146874214413,24.76964847564343,24,65,70.0,0.0,70,0
2024-09-28 00:28:10+05:30,26.009205974323603,92.07255098128402,23.567609331728296,24,65,70.0,0.0,70,0
2024-09-28 00:33:10+05:30,25.43798178471025,94.46808520519629,23.291767488611264,24,65,70.0,0.0,50,0
2024-09-28 00:38:10+05:30,27.546535893949244,98.25824651960195,25.58686142294101,24,65,50.0,0.0,70,0
2024-09-28 00:43:10+05:30,25.829215276054242,93.50922636428068,24.213260810242822,24,65,70.0,0.0,50,0
2024-09-28 00:48:10+05:30,25.968806011828136,93.18368800778994,23.92278492143434,24,65,50.0,0.0,50,0
2024-09-28 00:53:10+05:30,24.940390292846992,95.13556308354273,22.92913715237706,24,65,50.0,0.0,50,0
2024-09-28 00:58:10+05:30,27.250819403445842,93.39413858038124,24.72781863086203,24,65,50.0,0.0,70,0
2024-09-28 01:03:10+05:30,26.548607933253958,98.75681983178022,23.772528049209782,24,65,70.0,0.0,70,0
2024-09-28 01:08:10+05:30,25.913340025593357,99.18742129936749,23.71194879498722,24,65,70.0,0.0,50,0
2024-09-28 01:13:10+05:30,26.962948609980188,96.71003941642802,24.223741633899934,24,65,50.0,0.0,70,0
2024-09-28 01:18:10+05:30,27.830846862947407,90.11670449919986,25.42442436012689,24,65,70.0,0.0,70,0
2024-09-28 01:23:10+05:30,25.466384760670607,94.08114041753778,23.120427265405947,24,65,70.0,0.0,50,0
2024-09-28 01:28:10+05:30,25.827115159268136,99.66445641705866,23.81171253433014,24,65,50.0,0.0,50,0
2024-09-28 01:33:10+05:30,26.12683345459883,93.40188429802242,24.29031681152364,24,65,50.0,0.0,70,0
2024-09-28 01:38:10+05:30,26.84571394899797,97.3460847649462,25.01110307878957,24,65,70.0,0.0,70,0
2024-09-28 01:43:10+05:30,25.7775644766408,91.8156160877667,23.4319324211578,24,65,70.0,0.0,50,0
2024-09-28 01:48:10+05:30,27.611923585546062,96.41518982443455,25.17157841912066,24,65,50.0,0.0,70,0
2024-09-28 01:53:10+05:30,25.333893445361895,95.63237331765215,23.337281529713785,24,65,70.0,0.0,50,0
2024-09-28 01:58:10+05:30,24.61075854962497,96.17474622037163,22.181538447206158,24,65,50.0,0.0,50,0
2024-09-28 02:03:10+05:30,26.060768058565593,96.01879842809115,23.064643427129656,24,65,50.0,0.0,70,0
2024-09-28 02:08:10+05:30,28.49018972039534,95.07522032880064,26.616526649998136,24,65,70.0,0.0,90,0
2024-09-28 02:13:10+05:30,25.35937654207356,91.71849725820809,23.45105088089923,24,65,90.0,0.0,50,0
2024-09-28 02:18:10+05:30,25.291903126620046,95.50836498262012,22.687993929096848,24,65,50.0,0.0,50,0
2024-09-28 02:23:10+05:30,27.721309376984273,96.87667666945333,25.523027749873037,24,65,50.0,0.0,70,0
2024-09-28 02:28:10+05:30,23.615856244608256,98.76544578416132,21.318800087799104,24,65,70.0,0.0,30,0
2024-09-28 02:33:10+05:30,27.992524284691385,95.37624589014146,25.006547467814077,24,65,30.0,0.0,70,0
2024-09-28 02:38:10+05:30,26.375797545096123,98.33828350598849,24.81463208388304,24,65,70.0,0.0,70,0
2024-09-28 02:43:10+05:30,26.447766634465207,96.09127666807882,23.74292609522808,24,65,70.0,0.0,70,0
2024-09-28 02:48:10+05:30,29.19109608321779,97.37619474421304,27.291004100433323,24,65,70.0,0.0,90,0
2024-09-28 02:53:10+05:30,25.99420741703617,92.77934699976817,23.031951249236794,24,65,90.0,0.0,50,0
2024-09-28 02:58:10+05:30,26.62872351305948,89.87330438930805,24.06760320065162,24,65,50.0,0.0,70,0
2024-09-28 03:03:10+05:30,24.653600771440715,94.02153594078234,22.004427885119807,24,65,70.0,0.0,50,0
2024-09-28 03:08:10+05:30,25.13401377544464,95.74511954348388,23.558349887014078,24,65,50.0,0.0,50,0
2024-09-28 03:13:10+05:30,26.31270990981348,98.4576211677914,23.373075928972906,24,65,50.0,0.0,70,0
2024-09-28 03:18:10+05:30,25.98154468805361,101.47682538444278,23.041108143049364,24,65,70.0,0.0,50,0
2024-09-28 03:23:10+05:30,25.208508544907154,100.15560840888783,22.28787490514866,24,65,50.0,0.0,50,0
2024-09-28 03:28:10+05:30,26.64168301223442,91.57657183452773,24.380038907696783,24,65,50.0,0.0,70,0
2024-09-28 03:33:10+05:30,26.471861699821396,92.80626563133868,24.055286384794364,24,65,70.0,0.0,70,0
2024-09-28 03:38:10+05:30,27.160217131992873,92.94080575815998,25.010129473055148,24,65,70.0,0.0,70,0
2024-09-28 03:43:10+05:30,26.555423222407338,92.44760681763772,24.010728621741027,24,65,70.0,0.0,70,0
2024-09-28 03:48:10+05:30,27.508709474910596,92.74832056899895,25.875417907497997,24,65,70.0,0.0,70,0
2024-09-28 03:53:10+05:30,26.544324028972976,96.21178565907366,24.83836540683028,24,65,70.0,0.0,70,0
2024-09-28 03:58:10+05:30,26.34880684650897,94.42609182044094,24.71472466509062,24,65,70.0,0.0,70,0
2024-09-28 04:03:10+05:30,26.152500163334263,91.88630095005435,23.39744580094823,24,65,70.0,0.0,70,0
2024-09-28 04:08:10+05:30,27.86982006904425,92.88033626190877,24.968835090898377,24,65,70.0,0.0,70,0
2024-09-28 04:13:10+05:30,27.87079514889559,93.24505147192741,25.362381341783127,24,65,70.0,0.0,70,0
2024-09-28 04:18:10+05:30,28.160628237117972,95.0948220708625,25.669131008562925,24,65,70.0,0.0,90,0
2024-09-28 04:23:10+05:30,26.3276100126754,94.08260747004745,24.466698131344955,24,65,90.0,0.0,70,0
2024-09-28 04:28:10+05:30,27.855589156230813,99.08919495133745,25.288274549778055,24,65,70.0,0.0,70,0
2024-09-28 04:33:10+05:30,24.340091167805532,96.76189159219335,21.791041413512183,24,65,70.0,0.0,50,0
2024-09-28 04:38:10+05:30,26.792645926086117,95.90653863653758,24.551577864202812,24,65,50.0,0.0,70,0
2024-09-28 04:43:10+05:30,27.439094497593675,93.11519676851505,25.107252536330694,24,65,70.0,0.0,70,0
2024-09-28 04:48:10+05:30,25.794373477025704,98.03116081099566,24.069910222897278,24,65,70.0,0.0,50,0
2024-09-28 04:53:10+05:30,27.870172356371715,97.35639288344332,25.83759762870784,24,65,50.0,0.0,70,0
2024-09-28 04:58:10+05:30,25.897183734396524,94.5183429643319,23.979457666785812,24,65,70.0,0.0,50,0
2024-09-28 05:03:10+05:30,24.04575751408419,92.2611268097242,21.470404095100307,24,65,50.0,0.0,50,0
2024-09-28 05:08:10+05:30,26.32977884590587,96.33704670389461,24.70512684117062,24,65,50.0,0.0,70,0
2024-09-28 05:13:10+05:30,27.310988855196467,95.45996903796323,25.23660540577758,24,65,70.0,0.0,70,0
2024-09-28 05:18:10+05:30,24.714665379500325,100.0929298158549,23.081063691780095,24,65,70.0,0.0,50,0
2024-09-28 05:23:10+05:30,27.754616858700423,97.06048570204298,25.28614858504938,24,65,50.0,0.0,70,0
2024-09-28 05:28:10+05:30,24.207155250215038,98.37309823436989,21.39913584267839,24,65,30.0,1.0,50,0
2024-09-28 05:33:10+05:30,26.687440163101886,91.89535078077648,24.886973796634056,24,65,50.0,0.0,70,0
2024-09-28 05:38:10+05:30,25.54283435061323,92.81758476650201,23.4047680428213,24,65,70.0,0.0,50,0
2024-09-28 05:43:10+05:30,28.16507165016439,95.873835246433,25.396094434468488,24,65,50.0,0.0,90,0
2024-09-28 05:48:10+05:30,26.594156313680845,94.80377931200192,25.0094896349498,24,65,90.0,0.0,70,0
2024-09-28 05:53:10+05:30,28.124477362925596,97.91981838822967,25.930880838931238,24,65,70.0,0.0,90,0
2024-09-28 05:58:10+05:30,25.229591132038042,97.12336753985944,22.422860773474994,24,65,90.0,0.0,50,0
2024-09-28 06:03:10+05:30,24.110340380329415,91.48998231818753,21.64314033093332,24,65,50.0,0.0,50,0
2024-09-28 06:08:10+05:30,27.42890477592391,98.74661306245669,24.69435643246007,24,65,50.0,0.0,70,0
2024-09-28 06:13:10+05:30,25.144350749337494,97.39645863537773,22.193525146524532,24,65,70.0,0.0,50,0
2024-09-28 06:18:10+05:30,25.404285078726684,99.64354819189646,22.978991531190275,24,65,50.0,0.0,50,0
2024-09-28 06:23:10+05:30,26.390754393679156,93.22339910461376,24.42876750474347,24,65,50.0,0.0,70,0
2024-09-28 06:28:10+05:30,27.51681887905727,91.26501371410671,25.861625133696105,24,65,70.0,0.0,70,0
2024-09-28 06:33:10+05:30,25.96080038419038,96.97835898768241,23.90708186184108,24,65,70.0,0.0,50,0
2024-09-28 06:38:10+05:30,27.048322339676872,94.99765457286723,24.9955721461032,24,65,50.0,0.0,70,0
2024-09-28 06:43:10+05:30,26.61081139336975,96.53073084496975,24.560057630588297,24,65,70.0,0.0,70,0
2024-09-28 06:48:10+05:30,26.573957007056848,89.97338674156254,24.111546260148938,24,65,70.0,0.0,70,0
2024-09-28 06:53:10+05:30,25.54413835454509,96.95568673334559,23.664209934254416,24,65,70.0,0.0,50,0
2024-09-28 06:58:10+05:30,27.544786795610985,91.85913886630614,24.693330818136968,24,65,50.0,0.0,70,0
2024-09-28 07:03:10+05:30,25.279003256411343,93.75864824844099,23.076619909825617,24,65,70.0,0.0,50,0
2024-09-28 07:08:10+05:30,25.410161059189676,89.74311577487967,23.456129475954057,24,65,50.0,0.0,50,0
2024-09-28 07:13:10+05:30,28.73009478903574,94.80522984486002,25.999232991991736,24,65,50.0,0.0,90,0
2024-09-28 07:18:10+05:30,26.189723032320327,93.3835929258925,24.65851834364442,24,65,90.0,0.0,70,0
2024-09-28 07:23:10+05:30,24.8350317669531,96.45752930439447,22.81249111883385,24,65,70.0,0.0,50,0
2024-09-28 07:28:10+05:30,26.45416121966145,91.51473497943647,24.721982892678515,24,65,50.0,0.0,70,0
2024-09-28 07:33:10+05:30,24.49067542778337,98.6336518538778,22.86200048865568,24,65,70.0,0.0,50,0
2024-09-28 07:38:10+05:30,23.626060741414697,92.93238799925857,20.73261362819612,24,65,50.0,0.0,30,0
2024-09-28 07:43:10+05:30,24.86407730025803,94.16626000348266,21.966320674905383,24,65,30.0,0.0,50,0
2024-09-28 07:48:10+05:30,26.24858650044877,97.08833202548809,24.323934145406156,24,65,50.0,0.0,70,0
2024-09-28 07:53:10+05:30,26.831259544636367,100.3462103056561,24.28337334653118,24,65,70.0,0.0,70,0
2024-09-28 07:58:10+05:30,25.623698546757485,93.3043489776168,23.33342641009307,24,65,70.0,0.0,50,0
2024-09-28 08:03:10+05:30,26.695831352322195,93.91927444875562,23.716373419481027,24,65,50.0,0.0,70,0
2024-09-28 08:08:10+05:30,25.713173623916497,92.40448577712168,23.955138231161474,24,65,70.0,0.0,50,0
2024-09-28 08:13:10+05:30,24.476224635695242,99.74244264296817,21.93540026237826,24,65,50.0,0.0,50,0
2024-09-28 08:18:10+05:30,25.450663752514448,97.69615879545043,22.789382569387254,24,65,50.0,0.0,50,0
2024-09-28 08:23:10+05:30,27.48514551632001,91.73145767006535,25.68790143026853,24,65,50.0,0.0,70,0
2024-09-28 08:28:10+05:30,26.8991789077339,93.30574882850347,25.043164773340784,24,65,70.0,0.0,70,0
2024-09-28 08:33:10+05:30,24.96724002179625,92.77224075423098,22.959490384121555,24,65,70.0,0.0,50,0
2024-09-28 08:38:10+05:30,25.2635332429889,89.53071596444289,22.66290602681612,24,65,50.0,0.0,50,0
2024-09-28 08:43:10+05:30,24.17661050826348,96.15525346813733,21.38559361281169,24,65,50.0,0.0,50,0
2024-09-28 08:48:10+05:30,25.524488695618725,91.12549219410654,22.560192104097478,24,65,50.0,0.0,50,0
2024-09-28 08:53:10+05:30,25.572785658178613,93.21990229254192,22.919386543506988,24,65,50.0,0.0,50,0
2024-09-28 08:58:10+05:30,24.348573716360438,90.66189088561337,21.88052904589806,24,65,50.0,0.0,50,0
2024-09-28 09:03:10+05:30,27.621071405909383,99.62801253150269,25.201587630257983,24,65,50.0,0.0,70,0
2024-09-28 09:08:10+05:30,26.169973069528925,91.32628799989084,24.300874795801946,24,65,70.0,0.0,70,0
